Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;
UV 1_280;;Conc B;;Injection;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;Cond;
ml;mAU;ml;%;ml;Injection;ml;Logbook;ml;Fraction;ml;mAU;ml;mS/cm
-24.472849;4.685135;-21.605583;0;;;;;;;0.716785;0.011295;-24.472849;0.012883
-24.464611;4.718934;-21.564388;0;;;;;;;0.725023;0.011395;-24.464611;0.012855
-24.456371;4.757137;-21.523191;0;;;;;;;0.733263;0.011495;-24.456371;0.012807
-24.448133;4.797579;-21.481997;0;;;;;;;0.741501;0.011595;-24.448133;0.012835
-24.439894;4.839658;-21.4408;0;;;;;;;0.749741;0.011679;-24.439894;0.012807
-24.431654;4.886757;-21.399605;0;;;;;;;0.75798;0.011763;-24.431654;0.012732
-24.423416;apr.63;-21.358408;0;;;;;;;0.766218;0.011847;-24.423416;0.012746
-24.415176;4.990187;-21.317211;0;;;;;;;0.774458;0.011931;-24.415176;0.012761
-24.406939;5.043253;-21.276016;0;;;;;;;0.782696;0.012015;-24.406939;0.012787
-24.398699;5.106331;-21.234819;0;;;;;;;0.790936;0.012099;-24.398699;0.012769
-24.390461;5.171739;-21.193624;0;;;;;;;0.799173;0.012183;-24.390461;0.012762
-24.382221;5.240726;-21.152428;0;;;;;;;0.807413;0.012267;-24.382221;0.012762
-24.373981;5.312361;-21.111233;0;;;;;;;0.815651;0.012351;-24.373981;0.012765
-24.365744;5.387088;-21.070036;0;;;;;;;0.823891;0.012435;-24.365744;0.012739
-24.357504;5.464616;-21.028839;0;;;;;;;0.83213;0.012546;-24.357504;0.012734
-24.349266;5.545184;-20.987644;0;;;;;;;0.840368;0.012657;-24.349266;0.012751
-24.341026;5.630897;-20.946449;0;;;;;;;0.848608;0.012767;-24.341026;0.012742
-24.332788;5.719194;-20.905252;0;;;;;;;0.856846;0.012878;-24.332788;0.012744
-24.324549;5.818374;-20.864056;0;;;;;;;0.865086;0.012989;-24.324549;0.012778
-24.316311;5.920949;-20.822861;0;;;;;;;0.873323;0.0131;-24.316311;0.012787
-24.308071;6.031894;-20.781664;0;;;;;;;0.881563;0.012077;-24.308071;0.012813
-24.299831;6.154477;-20.740469;0;;;;;;;0.889803;0.01091;-24.299831;0.012839
-24.291594;6.282275;-20.699272;0;;;;;;;0.898041;0.012175;-24.291594;0.012833
-24.283354;6.422895;-20.658077;0;;;;;;;0.906281;0.013452;-24.283354;0.012844
-24.275116;6.574881;-20.61688;0;;;;;;;0.914518;0.013635;-24.275116;0.01282
-24.266876;6.742892;-20.575684;0;;;;;;;0.922758;0.013728;-24.266876;0.012818
-24.258638;6.924839;-20.534489;0;;;;;;;0.930996;0.01382;-24.258638;0.012811
-24.250399;7.120452;-20.493292;0;;;;;;;0.939236;0.013913;-24.250399;0.0128
-24.242161;7.332448;-20.452097;0;;;;;;;0.947474;0.014005;-24.242161;0.012806
-24.233921;7.560913;-20.4109;0;;;;;;;0.955713;0.014098;-24.233921;0.01285
-24.225681;7.802383;-20.369705;0;;;;;;;0.963953;0.014191;-24.225681;0.012856
-24.217443;8.062129;-20.328508;0;;;;;;;0.972191;0.014283;-24.217443;0.012881
-24.209204;8.347511;-20.287312;0;;;;;;;0.980431;0.014376;-24.209204;0.012913
-24.200966;8.660714;-20.246117;0;;;;;;;0.988668;0.014469;-24.200966;0.012964
-24.192726;8.996672;-20.204922;0;;;;;;;0.996908;0.014565;-24.192726;0.012995
-24.184488;9.354967;-20.163725;0;;;;;;;1.005146;0.014661;-24.184488;0.013047
-24.176249;9.731971;-20.122528;0;;;;;;;1.013386;0.014757;-24.176249;0.013108
-24.168011;10.129172;-20.081333;0;;;;;;;1.021626;0.014854;-24.168011;0.013186
-24.159771;10.552205;-20.040136;0;;;;;;;1.029863;0.01495;-24.159771;0.013208
-24.151531;10.995365;-19.99894;0;;;;;;;1.038103;0.015046;-24.151531;0.013164
-24.143293;11.459772;-19.957745;0;;;;;;;1.046341;0.015143;-24.143293;0.013186
-24.135054;11.948589;-19.91655;0;;;;;;;1.054581;0.015239;-24.135054;0.013218
-24.126816;des.31;-19.875353;0;;;;;;;1.062819;0.015335;-24.126816;0.013238
-24.118576;12.963799;-19.834156;0;;;;;;;1.071058;0.015431;-24.118576;0.013276
-24.110338;13.485597;-19.792961;0;;;;;;;1.079296;0.015531;-24.110338;0.01334
-24.102098;14.023456;-19.751764;0;;;;;;;1.087536;0.015631;-24.102098;0.013394
-24.093859;14.576595;-19.710569;0;;;;;;;1.095776;0.015731;-24.093859;0.013439
-24.085621;15.142975;-19.669373;0;;;;;;;1.104013;0.015831;-24.085621;0.013496
-24.077381;15.720006;-19.628178;0;;;;;;;1.112253;0.015931;-24.077381;0.013535
-24.069143;16.30208;-19.586981;0;;;;;;;1.120491;0.016031;-24.069143;0.013549
-24.060904;16.883383;-19.545784;0;;;;;;;1.128731;0.016131;-24.060904;0.013648
-24.052666;17.467218;-19.504589;0;;;;;;;1.136969;0.01623;-24.052666;0.013677
-24.044426;18.052073;-19.463392;0;;;;;;;1.145208;0.015835;-24.044426;0.013696
-24.036186;18.636627;-19.422197;0;;;;;;;1.153446;0.015441;-24.036186;0.013742
-24.027948;19.222004;-19.381001;0;;;;;;;1.161686;0.015319;-24.027948;0.013789
-24.019709;19.799412;-19.339806;0;;;;;;;1.169926;0.016094;-24.019709;0.013889
-24.011471;20.362583;-19.298609;0;;;;;;;1.178164;0.016583;-24.011471;0.013927
-24.003231;20.909369;-19.257412;0;;;;;;;1.186403;0.016634;-24.003231;0.013946
-23.994993;21.445356;-19.216217;0;;;;;;;1.194641;0.016049;-23.994993;0.013986
-23.986753;21.964357;-19.175022;0;;;;;;;1.202881;0.016426;-23.986753;0.014045
-23.978516;22.460171;-19.133825;0;;;;;;;1.211119;0.016788;-23.978516;0.014105
-23.970276;22.93519;-19.092628;0;;;;;;;1.219358;0.016839;-23.970276;0.014141
-23.962036;23.389463;-19.051434;0;;;;;;;1.227598;0.01689;-23.962036;0.014174
-23.953798;23.818094;-19.010237;0;;;;;;;1.235836;0.016941;-23.953798;0.01422
-23.945559;24.21554;-18.969042;0;;;;;;;1.244076;0.017046;-23.945559;0.014279
-23.937321;24.583458;-18.927845;0;;;;;;;1.252314;0.017151;-23.937321;0.014351
-23.929081;24.917818;-18.88665;0;;;;;;;1.260553;0.017256;-23.929081;0.014426
-23.920843;25.215551;-18.845453;0;;;;;;;1.268791;0.017361;-23.920843;0.014507
-23.912603;25.481401;-18.804256;0;;;;;;;1.277031;0.017466;-23.912603;0.014577
-23.904366;25.711086;-18.763062;0;;;;;;;1.285269;0.017571;-23.904366;0.014593
-23.896126;25.909988;-18.721865;0;;;;;;;1.293509;0.017676;-23.896126;0.014601
-23.887886;26.075081;-18.68067;0;;;;;;;1.301748;0.017781;-23.887886;0.014632
-23.879648;26.201799;-18.639473;0;;;;;;;1.309986;0.017886;-23.879648;0.014707
