Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;
UV 1_280;;Conc B;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;Cond;
ml;mAU;ml;%;ml;Logbook;ml;Fraction;ml;mAU;ml;mS/cm
170.890778;-11.085974;;;;;;;170.890778;-15.393404;;
170.899063;-11.085382;;;;;;;170.899063;-15.393985;;
170.907349;-11.086287;;;;;;;170.907349;-15.394566;;
170.915634;-11.087751;;;;;;;170.915634;-15.395146;;
170.92392;-11.089325;;;;;;;170.92392;-15.395728;;
170.932205;-11.089797;;;;;;;170.932205;-15.396309;;
170.940491;-11.090104;;;;;;;170.940491;-15.396309;;
170.948776;-11.091145;;;;;;;170.948776;-15.396309;;
170.957062;-11.092399;;;;;;;170.957062;-15.396309;;
170.965347;-11.092842;;;;;;;170.965347;-15.396309;;
170.973633;-11.09355;;;;;;;170.973633;-15.396309;;
170.981918;-11.094576;;;;;;;170.981918;-15.396309;;
170.990204;-11.094952;;;;;;;170.990204;-15.396309;;
170.998489;-11.095391;;;;;;;170.998489;-15.396309;;
171.006775;-11.096859;;;;;;;171.006775;-15.396309;;
171.01506;-11.098489;;;;;;;171.01506;-15.396309;;
171.023346;-11.099525;;;;;;;171.023346;-15.396309;;
171.031631;-11.101008;;;;;;;171.031631;-15.396309;;
171.039917;-11.10317;;;;;;;171.039917;-15.396309;;
171.048203;-11.10434;;;;;;;171.048203;-15.396309;;
171.056488;-11.104613;;;;;;;171.056488;-15.396309;;
171.064774;-11.105474;;;;;;;171.064774;-15.396309;;
171.073059;-11.105724;;;;;;;171.073059;-15.396309;;
171.08136;-11.105755;;;;;;;171.08136;-15.396309;;
171.089645;-11.105861;;;;;;;171.089645;-15.396309;;
171.097931;-11.106766;;;;;;;171.097931;-15.396309;;
171.106216;-11.107977;;;;;;;171.106216;-15.396869;;
171.114502;-11.106896;;;;;;;171.114502;-15.397429;;
171.122787;-11.106116;;;;;;;171.122787;-15.397989;;
171.131073;-11.107563;;;;;;;171.131073;-15.39855;;
171.139359;-11.108865;;;;;;;171.139359;-15.39911;;
171.147644;-11.109505;;;;;;;171.147644;-15.39967;;
171.15593;-11.109807;;;;;;;171.15593;-15.40023;;
171.164215;-11.110237;;;;;;;171.164215;-15.40079;;
171.172501;-11.110542;;;;;;;171.172501;-15.401351;;
171.180786;-11.11102;;;;;;;171.180786;-15.401911;;
171.189072;-11.111299;;;;;;;171.189072;-15.401911;;
171.197357;-11.112187;;;;;;;171.197357;-15.401911;;
171.205643;-11.113463;;;;;;;171.205643;-15.401911;;
171.213928;-11.113315;;;;;;;171.213928;-15.401911;;
171.222214;-11.113233;;;;;;;171.222214;-15.401911;;
171.230499;-11.113341;;;;;;;171.230499;-15.401911;;
171.238785;-11.113321;;;;;;;171.238785;-15.401911;;
171.24707;-11.113278;;;;;;;171.24707;-15.401911;;
171.255356;-11.112696;;;;;;;171.255356;-15.401911;;
171.263641;-11.113648;;;;;;;171.263641;-15.401911;;
171.271927;-11.115143;;;;;;;171.271927;-15.402451;;
171.280212;-11.117192;;;;;;;171.280212;-15.402991;;
171.288498;-11.118683;;;;;;;171.288498;-15.403531;;
171.296783;-11.120243;;;;;;;171.296783;-15.404071;;
171.305069;-11.121317;;;;;;;171.305069;-15.404612;;
171.313354;-11.121799;;;;;;;171.313354;-15.405151;;
171.32164;-11.123189;;;;;;;171.32164;-15.405691;;
171.329926;-11.124382;;;;;;;171.329926;-15.406231;;
171.338211;-11.123935;;;;;;;171.338211;-15.406772;;
171.346497;-11.124009;;;;;;;171.346497;-15.407311;;
171.354782;-11.125139;;;;;;;171.354782;-15.407311;;
171.363068;-11.125873;;;;;;;171.363068;-15.407311;;
171.371353;-11.12639;;;;;;;171.371353;-15.407311;;
171.379639;-11.127926;;;;;;;171.379639;-15.407311;;
171.387924;-11.129811;;;;;;;171.387924;-15.407311;;
171.39621;-11.131096;;;;;;;171.39621;-15.407311;;
171.404495;-11.131721;;;;;;;171.404495;-15.407311;;
171.412781;-11.132112;;;;;;;171.412781;-15.407311;;
171.421066;-11.132904;;;;;;;171.421066;-15.407311;;
171.429352;-11.133365;;;;;;;171.429352;-15.407311;;
171.437637;-11.133863;;;;;;;171.437637;-15.407311;;
171.445923;-11.134383;;;;;;;171.445923;-15.407311;;
171.454208;-11.134527;;;;;;;171.454208;-15.407311;;
171.462494;-11.136209;;;;;;;171.462494;-15.407311;;
171.470779;-11.137738;;;;;;;171.470779;-15.407311;;
171.479065;-11.138759;;;;;;;171.479065;-15.407311;;
171.48735;-11.137457;;;;;;;171.48735;-15.407311;;
171.495636;-11.137659;;;;;;;171.495636;-15.407311;;
171.503922;-11.138474;;;;;;;171.503922;-15.407311;;
171.512207;-11.13948;;;;;;;171.512207;-15.407311;;
171.520493;-11.141734;;;;;;;171.520493;-15.407832;;
171.528778;-11.14332;;;;;;;171.528778;-15.408353;;
171.537064;-11.1443;;;;;;;171.537064;-15.408874;;
171.545349;-11.145734;;;;;;;171.545349;-15.409394;;
171.553635;-11.146049;;;;;;;171.553635;-15.409916;;
171.56192;-11.145685;;;;;;;171.56192;-15.410437;;
171.570206;-11.145869;;;;;;;171.570206;-15.410957;;
171.578491;-11.148275;;;;;;;171.578491;-15.411478;;
171.586777;-11.149054;;;;;;;171.586777;-15.411999;;
171.595062;-11.149935;;;;;;;171.595062;-15.412519;;
171.603348;-11.150506;;;;;;;171.603348;-15.412519;;
171.611633;-11.151131;;;;;;;171.611633;-15.412519;;
171.619919;-11.152253;;;;;;;171.619919;-15.412519;;
171.628204;-11.153786;;;;;;;171.628204;-15.412519;;
171.63649;-11.155329;;;;;;;171.63649;-15.412519;;
171.644775;-11.155665;;;;;;;171.644775;-15.412519;;
171.653061;-11.156337;;;;;;;171.653061;-15.412519;;
171.661346;-11.157451;;;;;;;171.661346;-15.412519;;
171.669632;-11.157686;;;;;;;171.669632;-15.412519;;
171.677917;-11.158452;;;;;;;171.677917;-15.412519;;
171.686203;-11.158891;;;;;;;171.686203;-15.412519;;
171.694489;-11.161633;;;;;;;171.694489;-15.412519;;
171.702774;-11.163648;;;;;;;171.702774;-15.412519;;
171.71106;-11.163584;;;;;;;171.71106;-15.412519;;
171.719345;-11.163933;;;;;;;171.719345;-15.412519;;
171.727631;-11.16242;;;;;;;171.727631;-15.412519;;
171.735916;-11.163777;;;;;;;171.735916;-15.412519;;
171.744202;-11.166008;;;;;;;171.744202;-15.412519;;
171.752487;-11.165783;;;;;;;171.752487;-15.412519;;
171.760773;-11.167752;;;;;;;171.760773;-15.412519;;
171.769058;-11.169742;;;;;;;171.769058;-15.413021;;
171.777344;-11.170926;;;;;;;171.777344;-15.413524;;
171.785629;-11.169212;;;;;;;171.785629;-15.414026;;
171.793915;-11.170589;;;;;;;171.793915;-15.414528;;
171.8022;-11.170605;;;;;;;171.8022;-15.41503;;
171.810486;-11.171768;;;;;;;171.810486;-15.415532;;
171.818771;-11.172974;;;;;;;171.818771;-15.416035;;
171.827057;-11.173836;;;;;;;171.827057;-15.416536;;
171.835342;-11.173576;;;;;;;171.835342;-15.417038;;
171.843628;-11.174917;;;;;;;171.843628;-15.417541;;
171.851913;-11.1762;;;;;;;171.851913;-15.417541;;
171.860199;-11.178006;;;;;;;171.860199;-15.417541;;
171.868484;-11.177813;;;;;;;171.868484;-15.417541;;
171.87677;-11.179444;;;;;;;171.87677;-15.417541;;
171.885056;-11.180148;;;;;;;171.885056;-15.417541;;
171.893341;-11.179874;;;;;;;171.893341;-15.417541;;
171.901627;-11.180044;;;;;;;171.901627;-15.417541;;
171.909912;-11.180587;;;;;;;171.909912;-15.417541;;
171.918198;-11.182104;;;;;;;171.918198;-15.417541;;
171.926483;-11.182364;;;;;;;171.926483;-15.417541;;
171.934769;-11.183749;;;;;;;171.934769;-15.418025;;
171.943054;-11.1833;;;;;;;171.943054;-15.418509;;
171.95134;-11.183041;;;;;;;171.95134;-15.418993;;
171.959625;-11.183721;;;;;;;171.959625;-15.419477;;
171.967911;-11.183563;;;;;;;171.967911;-15.419962;;
171.976196;-11.182633;;;;;;;171.976196;-15.420446;;
171.984482;-11.182884;;;;;;;171.984482;-15.420931;;
171.992767;-11.184445;;;;;;;171.992767;-15.421414;;
172.001053;-11.184312;;;;;;;172.001053;-15.421899;;
172.009338;-11.185518;;;;;;;172.009338;-15.422383;;
172.017624;-11.185989;;;;;;;172.017624;-15.422383;;
172.025909;-11.184985;;;;;;;172.025909;-15.422383;;
172.034195;-11.185264;;;;;;;172.034195;-15.422383;;
172.04248;-11.185946;;;;;;;172.04248;-15.422383;;
172.050766;-11.186188;;;;;;;172.050766;-15.422383;;
172.059052;-11.186525;;;;;;;172.059052;-15.422383;;
172.067337;-11.187186;;;;;;;172.067337;-15.422383;;
172.075623;-11.189263;;;;;;;172.075623;-15.422383;;
172.083908;-11.188727;;;;;;;172.083908;-15.422383;;
172.092194;-11.188169;;;;;;;172.092194;-15.422383;;
172.100479;-11.188407;;;;;;;172.100479;-15.422851;;
172.108765;-11.188871;;;;;;;172.108765;-15.423317;;
172.11705;-11.189324;;;;;;;172.11705;-15.423784;;
172.125336;-11.189721;;;;;;;172.125336;-15.424252;;
172.133621;-11.19134;;;;;;;172.133621;-15.424719;;
172.141907;-11.192527;;;;;;;172.141907;-15.425185;;
172.150192;-11.193119;;;;;;;172.150192;-15.425653;;
172.158478;-11.194791;;;;;;;172.158478;-15.42612;;
172.166763;-11.195663;;;;;;;172.166763;-15.426586;;
172.175049;-11.196715;;;;;;;172.175049;-15.427053;;
172.183334;-11.197267;;;;;;;172.183334;-15.427053;;
172.19162;-11.197932;;;;;;;172.19162;-15.427053;;
172.199905;-11.1981;;;;;;;172.199905;-15.427053;;
172.208191;-11.197988;;;;;;;172.208191;-15.427053;;
172.216476;-11.199111;;;;;;;172.216476;-15.427053;;
172.224762;-11.200455;;;;;;;172.224762;-15.427053;;
172.233047;-11.202409;;;;;;;172.233047;-15.427053;;
172.241333;-11.202885;;;;;;;172.241333;-15.427053;;
172.249619;-11.203984;;;;;;;172.249619;-15.427053;;
172.257904;-11.20512;;;;;;;172.257904;-15.427053;;
172.26619;-11.206592;;;;;;;172.26619;-15.427053;;
172.274475;-11.20647;;;;;;;172.274475;-15.427053;;
172.282761;-11.206178;;;;;;;172.282761;-15.427053;;
172.291046;-11.206614;;;;;;;172.291046;-15.427053;;
172.299332;-11.207439;;;;;;;172.299332;-15.427053;;
172.307617;-11.207725;;;;;;;172.307617;-15.427053;;
172.315903;-11.208977;;;;;;;172.315903;-15.427053;;
172.324188;-11.210793;;;;;;;172.324188;-15.427053;;
172.332474;-11.211964;;;;;;;172.332474;-15.427053;;
172.340759;-11.21208;;;;;;;172.340759;-15.427053;;
172.349045;-11.211884;;;;;;;172.349045;-15.427504;;
172.35733;-11.212831;;;;;;;172.35733;-15.427955;;
172.365616;-11.214125;;;;;;;172.365616;-15.428405;;
172.373901;-11.215587;;;;;;;172.373901;-15.428856;;
172.382187;-11.216785;;;;;;;172.382187;-15.429306;;
172.390472;-11.218429;;;;;;;172.390472;-15.429756;;
172.398758;-11.220593;;;;;;;172.398758;-15.430207;;
172.407043;-11.22249;;;;;;;172.407043;-15.430657;;
172.415329;-11.224995;;;;;;;172.415329;-15.431108;;
172.423615;-11.225526;;;;;;;172.423615;-15.431559;;
172.4319;-11.225283;;;;;;;172.4319;-15.431559;;
172.440186;-11.225813;;;;;;;172.440186;-15.431559;;
172.448471;-11.226933;;;;;;;172.448471;-15.431559;;
172.456757;-11.227639;;;;;;;172.456757;-15.431559;;
172.465057;-11.227395;;;;;;;172.465057;-15.431559;;
172.473343;-11.227274;;;;;;;172.473343;-15.431559;;
172.481628;-11.228744;;;;;;;172.481628;-15.431559;;
172.489914;-11.230306;;;;;;;172.489914;-15.431559;;
172.498199;-11.231849;;;;;;;172.498199;-15.431559;;
172.506485;-11.233197;;;;;;;172.506485;-15.431559;;
172.514771;-11.234207;;;;;;;172.514771;-15.431993;;
172.523056;-11.234972;;;;;;;172.523056;-15.432427;;
172.531342;-11.23468;;;;;;;172.531342;-15.432862;;
172.539627;-11.234529;;;;;;;172.539627;-15.433296;;
172.547913;-11.234891;;;;;;;172.547913;-15.433731;;
172.556198;-11.235846;;;;;;;172.556198;-15.434166;;
172.564484;-11.236952;;;;;;;172.564484;-15.4346;;
172.572769;-11.236847;;;;;;;172.572769;-15.435035;;
172.581055;-11.235893;;;;;;;172.581055;-15.435469;;
172.58934;-11.235182;;;;;;;172.58934;-15.435904;;
172.597626;-11.235465;;;;;;;172.597626;-15.435904;;
172.605911;-11.235784;;;;;;;172.605911;-15.435904;;
172.614197;-11.23531;;;;;;;172.614197;-15.435904;;
172.622482;-11.234823;;;;;;;172.622482;-15.435904;;
172.630768;-11.234724;;;;;;;172.630768;-15.435904;;
172.639053;-11.234804;;;;;;;172.639053;-15.435904;;
172.647339;-11.235224;;;;;;;172.647339;-15.435904;;
172.655624;-11.235695;;;;;;;172.655624;-15.435904;;
172.66391;-11.235745;;;;;;;172.66391;-15.435904;;
172.672195;-11.236357;;;;;;;172.672195;-15.435904;;
172.680481;-11.236698;;;;;;;172.680481;-15.436323;;
172.688766;-11.23604;;;;;;;172.688766;-15.436742;;
172.697052;-11.235913;;;;;;;172.697052;-15.43716;;
172.705338;-11.236372;;;;;;;172.705338;-15.43758;;
172.713623;-11.236369;;;;;;;172.713623;-15.438;;
172.721909;-11.236644;;;;;;;172.721909;-15.438418;;
172.730194;-11.237562;;;;;;;172.730194;-15.438837;;
172.73848;-11.238268;;;;;;;172.73848;-15.439257;;
172.746765;-11.238841;;;;;;;172.746765;-15.439676;;
172.755051;-11.239341;;;;;;;172.755051;-15.440095;;
172.763336;-11.239283;;;;;;;172.763336;-15.440095;;
172.771622;-11.238588;;;;;;;172.771622;-15.440095;;
172.779907;-11.238209;;;;;;;172.779907;-15.440095;;
172.788193;-11.238528;;;;;;;172.788193;-15.440095;;
172.796478;-11.239706;;;;;;;172.796478;-15.440095;;
172.804764;-11.239356;;;;;;;172.804764;-15.440095;;
172.813049;-11.239377;;;;;;;172.813049;-15.440095;;
172.821335;-11.23984;;;;;;;172.821335;-15.440095;;
172.82962;-11.241171;;;;;;;172.82962;-15.440095;;
172.837906;-11.242266;;;;;;;172.837906;-15.440095;;
172.846191;-11.244062;;;;;;;172.846191;-15.440499;;
172.854477;-11.245279;;;;;;;172.854477;-15.440904;;
172.862762;-11.24607;;;;;;;172.862762;-15.441308;;
172.871048;-11.247567;;;;;;;172.871048;-15.441712;;
172.879333;-11.249119;;;;;;;172.879333;-15.442118;;
172.887619;-11.250018;;;;;;;172.887619;-15.442522;;
172.895905;-11.251706;;;;;;;172.895905;-15.442926;;
172.90419;-11.251963;;;;;;;172.90419;-15.443331;;
172.912476;-11.251861;;;;;;;172.912476;-15.443735;;
172.920761;-11.25258;;;;;;;172.920761;-15.444139;;
172.929047;-11.254449;;;;;;;172.929047;-15.444139;;
172.937332;-11.254419;;;;;;;172.937332;-15.444139;;
172.945618;-11.254742;;;;;;;172.945618;-15.444139;;
172.953903;-11.256269;;;;;;;172.953903;-15.444139;;
172.962189;-11.257032;;;;;;;172.962189;-15.444139;;
172.970474;-11.257045;;;;;;;172.970474;-15.444139;;
172.97876;-11.258844;;;;;;;172.97876;-15.444139;;
172.987045;-11.260345;;;;;;;172.987045;-15.444139;;
172.995331;-11.26131;;;;;;;172.995331;-15.444139;;
173.003616;-11.260613;;;;;;;173.003616;-15.444139;;
173.011902;-11.262691;;;;;;;173.011902;-15.44453;;
173.020187;-11.262735;;;;;;;173.020187;-15.44492;;
173.028473;-11.262348;;;;;;;173.028473;-15.445311;;
173.036758;-11.262521;;;;;;;173.036758;-15.445701;;
173.045044;-11.262923;;;;;;;173.045044;-15.446091;;
173.053329;-11.263138;;;;;;;173.053329;-15.446481;;
173.061615;-11.262855;;;;;;;173.061615;-15.446871;;
173.069901;-11.26348;;;;;;;173.069901;-15.447262;;
173.078186;-11.26344;;;;;;;173.078186;-15.447652;;
173.086472;-11.262427;;;;;;;173.086472;-15.448042;;
173.094757;-11.262923;;;;;;;173.094757;-15.448042;;
173.103043;-11.262689;;;;;;;173.103043;-15.448042;;
173.111328;-11.263514;;;;;;;173.111328;-15.448042;;
173.119614;-11.263904;;;;;;;173.119614;-15.448042;;
173.127899;-11.26478;;;;;;;173.127899;-15.448042;;
173.136185;-11.263367;;;;;;;173.136185;-15.448042;;
173.14447;-11.263209;;;;;;;173.14447;-15.448042;;
173.152756;-11.263628;;;;;;;173.152756;-15.448042;;
173.161041;-11.262588;;;;;;;173.161041;-15.448042;;
173.169327;-11.262595;;;;;;;173.169327;-15.448042;;
173.177612;-11.26311;;;;;;;173.177612;-15.448419;;
173.185898;-11.261858;;;;;;;173.185898;-15.448795;;
173.194183;-11.262083;;;;;;;173.194183;-15.449171;;
173.202469;-11.263632;;;;;;;173.202469;-15.449548;;
173.210754;-11.265863;;;;;;;173.210754;-15.449924;;
173.21904;-11.264347;;;;;;;173.21904;-15.450301;;
173.227325;-11.264131;;;;;;;173.227325;-15.450678;;
173.235611;-11.266605;;;;;;;173.235611;-15.451054;;
173.243896;-11.267042;;;;;;;173.243896;-15.45143;;
173.252182;-11.266525;;;;;;;173.252182;-15.451807;;
173.260468;-11.265689;;;;;;;173.260468;-15.451807;;
173.268753;-11.265217;;;;;;;173.268753;-15.451807;;
173.277039;-11.263885;;;;;;;173.277039;-15.451807;;
173.285324;-11.263478;;;;;;;173.285324;-15.451807;;
173.29361;-11.264019;;;;;;;173.29361;-15.451807;;
173.301895;-11.264682;;;;;;;173.301895;-15.451807;;
173.310181;-11.266489;;;;;;;173.310181;-15.451807;;
173.318466;-11.26697;;;;;;;173.318466;-15.451807;;
173.326752;-11.268053;;;;;;;173.326752;-15.451807;;
173.335037;-11.267248;;;;;;;173.335037;-15.451807;;
173.343323;-11.267927;;;;;;;173.343323;-15.45217;;
173.351608;-11.269739;;;;;;;173.351608;-15.452534;;
173.359894;-11.270401;;;;;;;173.359894;-15.452897;;
173.368179;-11.270835;;;;;;;173.368179;-15.45326;;
173.376465;-11.270707;;;;;;;173.376465;-15.453623;;
173.38475;-11.27142;;;;;;;173.38475;-15.453986;;
173.393036;-11.272266;;;;;;;173.393036;-15.45435;;
173.401321;-11.273339;;;;;;;173.401321;-15.454713;;
173.409607;-11.273391;;;;;;;173.409607;-15.455076;;
173.417892;-11.273235;;;;;;;173.417892;-15.45544;;
173.426178;-11.274413;;;;;;;173.426178;-15.455791;;
173.434464;-11.275614;;;;;;;173.434464;-15.456141;;
173.442749;-11.275;;;;;;;173.442749;-15.456491;;
173.451035;-11.275794;;;;;;;173.451035;-15.456842;;
173.45932;-11.276723;;;;;;;173.45932;-15.457193;;
173.467606;-11.278001;;;;;;;173.467606;-15.457543;;
173.475891;-11.278285;;;;;;;173.475891;-15.457894;;
173.484177;-11.280059;;;;;;;173.484177;-15.458245;;
173.492462;-11.2812;;;;;;;173.492462;-15.458595;;
173.500748;-11.281984;;;;;;;173.500748;-15.458946;;
173.509033;-11.283359;;;;;;;173.509033;-15.458946;;
173.517319;-11.282616;;;;;;;173.517319;-15.458946;;
173.525604;-11.282517;;;;;;;173.525604;-15.458946;;
173.53389;-11.282793;;;;;;;173.53389;-15.458946;;
173.542175;-11.284544;;;;;;;173.542175;-15.458946;;
173.550461;-11.285381;;;;;;;173.550461;-15.458946;;
173.558746;-11.286511;;;;;;;173.558746;-15.458946;;
173.567032;-11.286247;;;;;;;173.567032;-15.458946;;
173.575317;-11.28691;;;;;;;173.575317;-15.458946;;
173.583603;-11.28854;;;;;;;173.583603;-15.458946;;
173.591888;-11.289387;;;;;;;173.591888;-15.458946;;
173.600174;-11.290415;;;;;;;173.600174;-15.458946;;
173.608459;-11.290936;;;;;;;173.608459;-15.458946;;
173.616745;-11.292837;;;;;;;173.616745;-15.458946;;
173.625031;-11.294028;;;;;;;173.625031;-15.458946;;
173.633316;-11.296451;;;;;;;173.633316;-15.458946;;
173.641602;-11.298113;;;;;;;173.641602;-15.458946;;
173.649887;-11.299271;;;;;;;173.649887;-15.458946;;
173.658173;-11.2996;;;;;;;173.658173;-15.458946;;
173.666458;-11.299937;;;;;;;173.666458;-15.458946;;
173.674744;-11.301206;;;;;;;173.674744;-15.458946;;
173.683029;-11.303409;;;;;;;173.683029;-15.458946;;
173.691315;-11.304201;;;;;;;173.691315;-15.458946;;
173.6996;-11.303822;;;;;;;173.6996;-15.458946;;
173.707886;-11.304072;;;;;;;173.707886;-15.458946;;
173.716171;-11.302843;;;;;;;173.716171;-15.458946;;
173.724457;-11.302796;;;;;;;173.724457;-15.458946;;
173.732742;-11.303607;;;;;;;173.732742;-15.458946;;
173.741028;-11.304257;;;;;;;173.741028;-15.458946;;
173.749313;-11.304844;;;;;;;173.749313;-15.458946;;
173.757599;-11.305702;;;;;;;173.757599;-15.459621;;
173.765884;-11.306057;;;;;;;173.765884;-15.460298;;
173.77417;-11.307092;;;;;;;173.77417;-15.460974;;
173.782455;-11.307464;;;;;;;173.782455;-15.461649;;
173.790741;-11.307176;;;;;;;173.790741;-15.462324;;
173.799026;-11.307576;;;;;;;173.799026;-15.463;;
173.807312;-11.308857;;;;;;;173.807312;-15.463676;;
173.815598;-11.309731;;;;;;;173.815598;-15.464352;;
173.823883;-11.309842;;;;;;;173.823883;-15.465027;;
173.832169;-11.310068;;;;;;;173.832169;-15.465703;;
173.840454;-11.310304;;;;;;;173.840454;-15.465703;;
173.848755;-11.310238;;;;;;;173.848755;-15.465703;;
173.85704;-11.311043;;;;;;;173.85704;-15.465703;;
173.865326;-11.311603;;;;;;;173.865326;-15.465703;;
173.873611;-11.312396;;;;;;;173.873611;-15.465703;;
173.881897;-11.312481;;;;;;;173.881897;-15.465703;;
173.890182;-11.312408;;;;;;;173.890182;-15.465703;;
173.898468;-11.314187;;;;;;;173.898468;-15.465703;;
173.906754;-11.316236;;;;;;;173.906754;-15.465703;;
173.915039;-11.317898;;;;;;;173.915039;-15.465703;;
173.923325;-11.320339;;;;;;;173.923325;-15.465703;;
173.93161;-11.322414;;;;;;;173.93161;-15.465703;;
173.939896;-11.323095;;;;;;;173.939896;-15.465703;;
173.948181;-11.323643;;;;;;;173.948181;-15.465703;;
173.956467;-11.323416;;;;;;;173.956467;-15.465703;;
173.964752;-11.322629;;;;;;;173.964752;-15.465703;;
173.973038;-11.322318;;;;;;;173.973038;-15.465703;;
173.981323;-11.322833;;;;;;;173.981323;-15.465703;;
173.989609;-11.32468;;;;;;;173.989609;-15.465703;;
173.997894;-11.326364;;;;;;;173.997894;-15.465703;;
174.00618;-11.327585;;;;;;;174.00618;-15.466331;;
174.014465;-11.328546;;;;;;;174.014465;-15.466961;;
174.022751;-11.329848;;;;;;;174.022751;-15.467589;;
174.031036;-11.330825;;;;;;;174.031036;-15.468219;;
174.039322;-11.331932;;;;;;;174.039322;-15.468847;;
174.047607;-11.332257;;;;;;;174.047607;-15.469476;;
174.055893;-11.332155;;;;;;;174.055893;-15.470105;;
174.064178;-11.332368;;;;;;;174.064178;-15.470734;;
174.072464;-11.332935;;;;;;;174.072464;-15.471363;;
174.08075;-11.334057;;;;;;;174.08075;-15.471992;;
174.089035;-11.334809;;;;;;;174.089035;-15.471992;;
174.097321;-11.335275;;;;;;;174.097321;-15.471992;;
174.105606;-11.335207;;;;;;;174.105606;-15.471992;;
174.113892;-11.335445;;;;;;;174.113892;-15.471992;;
174.122177;-11.336588;;;;;;;174.122177;-15.471992;;
174.130463;-11.337374;;;;;;;174.130463;-15.471992;;
174.138748;-11.337739;;;;;;;174.138748;-15.471992;;
174.147034;-11.338502;;;;;;;174.147034;-15.471992;;
174.155319;-11.339324;;;;;;;174.155319;-15.471992;;
174.163605;-11.340593;;;;;;;174.163605;-15.471992;;
174.17189;-11.342549;;;;;;;174.17189;-15.471992;;
174.180176;-11.343839;;;;;;;174.180176;-15.471992;;
174.188461;-11.344371;;;;;;;174.188461;-15.471992;;
174.196747;-11.344856;;;;;;;174.196747;-15.471992;;
174.205032;-11.345534;;;;;;;174.205032;-15.471992;;
174.213318;-11.345694;;;;;;;174.213318;-15.471992;;
174.221603;-11.345572;;;;;;;174.221603;-15.471992;;
174.229889;-11.34503;;;;;;;174.229889;-15.471992;;
174.238174;-11.344798;;;;;;;174.238174;-15.471992;;
174.24646;-11.345478;;;;;;;174.24646;-15.471992;;
174.254745;-11.346357;;;;;;;174.254745;-15.472577;;
174.263031;-11.348275;;;;;;;174.263031;-15.473163;;
174.271317;-11.349933;;;;;;;174.271317;-15.473748;;
174.279602;-11.35139;;;;;;;174.279602;-15.474334;;
174.287888;-11.352274;;;;;;;174.287888;-15.474919;;
174.296173;-11.353127;;;;;;;174.296173;-15.475505;;
174.304459;-11.354082;;;;;;;174.304459;-15.47609;;
174.312744;-11.354284;;;;;;;174.312744;-15.476676;;
174.32103;-11.35498;;;;;;;174.32103;-15.477262;;
174.329315;-11.355273;;;;;;;174.329315;-15.477847;;
174.337601;-11.354625;;;;;;;174.337601;-15.477847;;
174.345886;-11.355415;;;;;;;174.345886;-15.477847;;
174.354172;-11.356912;;;;;;;174.354172;-15.477847;;
174.362457;-11.358699;;;;;;;174.362457;-15.477847;;
174.370743;-11.360417;;;;;;;174.370743;-15.477847;;
174.379028;-11.361281;;;;;;;174.379028;-15.477847;;
174.387314;-11.362421;;;;;;;174.387314;-15.477847;;
174.395599;-11.363591;;;;;;;174.395599;-15.477847;;
174.403885;-11.362787;;;;;;;174.403885;-15.477847;;
174.41217;-11.362206;;;;;;;174.41217;-15.477847;;
174.420456;-11.363504;;;;;;;174.420456;-15.477847;;
174.428741;-11.365005;;;;;;;174.428741;-15.477847;;
174.437027;-11.365532;;;;;;;174.437027;-15.477847;;
174.445313;-11.364823;;;;;;;174.445313;-15.477847;;
174.453598;-11.364518;;;;;;;174.453598;-15.477847;;
174.461884;-11.364616;;;;;;;174.461884;-15.477847;;
174.470169;-11.363963;;;;;;;174.470169;-15.477847;;
174.478455;-11.364292;;;;;;;174.478455;-15.477847;;
174.48674;-11.363894;;;;;;;174.48674;-15.477847;;
174.495026;-11.364198;;;;;;;174.495026;-15.477847;;
174.503311;-11.364251;;;;;;;174.503311;-15.478393;;
174.511597;-11.364512;;;;;;;174.511597;-15.478938;;
174.519882;-11.365848;;;;;;;174.519882;-15.479483;;
174.528168;-11.366364;;;;;;;174.528168;-15.480028;;
174.536453;-11.366935;;;;;;;174.536453;-15.480574;;
174.544739;-11.368555;;;;;;;174.544739;-15.481119;;
174.553024;-11.368896;;;;;;;174.553024;-15.481665;;
174.56131;-11.369448;;;;;;;174.56131;-15.482209;;
174.569595;-11.369534;;;;;;;174.569595;-15.482755;;
174.577881;-11.369508;;;;;;;174.577881;-15.4833;;
174.586166;-11.370027;;;;;;;174.586166;-15.4833;;
174.594452;-11.371542;;;;;;;174.594452;-15.4833;;
174.602737;-11.371832;;;;;;;174.602737;-15.4833;;
174.611023;-11.374228;;;;;;;174.611023;-15.4833;;
174.619308;-11.375245;;;;;;;174.619308;-15.4833;;
174.627594;-11.375016;;;;;;;174.627594;-15.4833;;
174.63588;-11.37594;;;;;;;174.63588;-15.4833;;
174.644165;-11.376195;;;;;;;174.644165;-15.4833;;
174.652451;-11.378177;;;;;;;174.652451;-15.4833;;
174.660736;-11.378558;;;;;;;174.660736;-15.4833;;
174.669022;-11.379627;;;;;;;174.669022;-15.483809;;
174.677307;-11.380687;;;;;;;174.677307;-15.484317;;
174.685593;-11.380943;;;;;;;174.685593;-15.484824;;
174.693878;-11.382258;;;;;;;174.693878;-15.485332;;
174.702164;-11.383073;;;;;;;174.702164;-15.485841;;
