Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;
UV 1_280;;Conc B;;Injection;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;Cond;
ml;mAU;ml;%;ml;Injection;ml;Logbook;ml;Fraction;ml;mAU;ml;mS/cm
-23.861895;6.598265;-11.616636;0;;;;;;;1.360422;-1.114737;-22.501396;101.139366
-23.853748;6.529685;-11.535166;0;;;;;;;1.368568;-1.114737;-22.485104;101.131683
-23.845602;6.460507;-11.453694;0;;;;;;;1.376715;-1.114737;-22.468811;101.121964
-23.837456;6.389939;-11.372223;0;;;;;;;1.384861;-1.114737;-22.452518;101.111038
-23.829309;6.31681;-11.290752;0;;;;;;;1.393007;-1.114737;-22.436224;101.097694
-23.821163;6.242361;-11.209281;0;;;;;;;1.401154;-1.114737;-22.419931;101.08239
-23.813017;6.16662;-11.12781;0;;;;;;;jan.93;-1.114737;-22.403639;101.065247
-23.804871;6.088871;-11.046339;0;;;;;;;1.417446;-1.114737;-22.387346;101.046234
-23.796724;6.010097;-10.964868;0;;;;;;;1.425592;-1.114737;-22.371054;101.024651
-23.788578;5.93205;-10.883396;0;;;;;;;1.433739;-1.114737;-22.354759;101.001244
-23.780432;5.850451;-10.801926;0;;;;;;;1.441885;-1.114737;-22.338467;100.976044
-23.772285;5.77001;-10.720454;0;;;;;;;1.450031;-1.114737;-22.322174;100.948608
-23.764139;5.687519;-10.638983;0;;;;;;;1.458178;-1.114737;-22.305882;100.918793
-23.755993;5.603083;-10.557512;0;;;;;;;1.466324;-1.114737;-22.289589;100.887154
-23.747847;5.518739;-10.476041;0;;;;;;;1.47447;-1.114737;-22.273296;100.85321
-23.7397;5.433339;-10.394569;0;;;;;;;1.482616;-1.114737;-22.257002;100.815971
-23.731554;5.346741;-10.313099;0;;;;;;;1.490763;-1.114737;-22.240709;100.775703
-23.723408;5.258284;-10.231627;0;;;;;;;1.498909;-1.114737;-22.224417;100.732063
-23.715261;5.168939;-10.150156;0;;;;;;;1.507055;-1.114737;-22.208124;100.684792
-23.707115;5.078808;-10.068686;0;;;;;;;1.515202;-1.114737;-22.191832;100.634178
-23.698969;4.987509;-9.987214;0;;;;;;;1.523348;-1.114737;-22.175537;100.579865
-23.690823;4.897179;-9.905743;0;;;;;;;1.531494;-1.114737;-22.159245;100.522041
-23.682676;4.804551;-9.824272;0;;;;;;;1.53964;-1.114737;-22.142952;100.459747
-23.67453;4.712114;-9.742801;0;;;;;;;1.547787;-1.114737;-22.126659;100.393112
-23.666384;4.616921;-9.661329;0;;;;;;;1.555933;-1.114737;-22.110367;100.321907
-23.658237;4.52133;-9.579859;0;;;;;;;1.564079;-1.114737;-22.094074;100.24498
-23.650091;4.425036;-9.498387;0;;;;;;;1.572226;-1.114737;-22.07778;100.163277
-23.641945;4.327312;-9.416916;0;;;;;;;1.580372;-1.114737;-22.061487;100.07605
-23.633799;4.229665;-9.335444;0;;;;;;;1.588518;-1.114737;-22.045195;99.9823
-23.625652;4.132982;-9.253974;0;;;;;;;1.596664;-1.114737;-22.028902;99.883247
-23.617506;4.036028;-9.172503;0;;;;;;;1.604811;-1.114737;-22.012608;99.778587
-23.60936;3.937727;-9.091032;0;;;;;;;1.612957;-1.114737;-21.996315;99.667198
-23.601213;3.840434;-9.00956;0;;;;;;;1.621103;-1.114737;-21.980022;99.549446
-23.593067;3.744215;-8.928089;0;;;;;;;1.62925;-1.114737;-21.96373;99.425499
-23.584921;3.646019;-8.846619;0;;;;;;;1.637396;-1.114737;-21.947437;99.296074
-23.576775;3.546015;-8.765146;0;;;;;;;1.645542;-1.114737;-21.931145;99.153259
-23.568628;3.446236;-8.683676;0;;;;;;;1.653688;-1.114737;-21.91485;99.003098
-23.560482;3.346272;-8.602205;0;;;;;;;1.661835;-1.114737;-21.898558;98.845055
-23.552338;3.245349;-8.520733;0;;;;;;;1.669979;-1.114737;-21.882265;98.67878
-23.544189;3.144361;-8.439262;0;;;;;;;1.678125;-1.114737;-21.865973;98.502716
-23.536045;3.043917;-8.357792;0;;;;;;;1.686272;-1.114737;-21.84968;98.318024
-23.527899;2.943849;-8.27632;0;;;;;;;1.694418;-1.114737;-21.833385;98.123383
-23.519753;2.844088;-8.194849;0;;;;;;;1.702564;-1.114737;-21.817093;97.918175
-23.511606;2.744837;-8.113379;0;;;;;;;1.710711;-1.114737;-21.8008;97.703316
-23.50346;2.646272;-8.031906;0;;;;;;;1.718857;-1.114737;-21.784508;97.476822
-23.495314;2.54723;-7.950436;0;;;;;;;1.727003;-1.114737;-21.768215;97.240295
-23.487167;2.447353;-7.868965;0;;;;;;;1.735149;-1.114737;-21.751923;96.994804
-23.479021;2.347055;-7.787493;0;;;;;;;1.743296;-1.114737;-21.735628;96.737877
-23.470875;2.247784;-7.706022;0;;;;;;;1.751442;-1.114737;-21.719336;96.468513
-23.462729;2.150049;-7.624552;0;;;;;;;1.759588;-1.114737;-21.703043;96.18808
-23.454582;2.051431;-7.543079;0;;;;;;;1.767735;-1.114737;-21.68675;95.893486
-23.446436;1.951987;-7.461609;0;;;;;;;1.775881;-1.114737;-21.670456;95.584869
-23.43829;1.854291;-7.380138;0;;;;;;;1.784027;-1.114737;-21.654163;95.263794
-23.430143;1.758305;-7.298666;0;;;;;;;1.792173;-1.114737;-21.637871;94.929756
-23.421997;1.660863;-7.217196;0;;;;;;;1.80032;-1.114737;-21.621578;94.581474
-23.413851;1.564649;-7.135725;0;;;;;;;1.808466;-1.114737;-21.605286;94.220161
-23.405704;1.469594;-7.054253;0;;;;;;;1.816612;-1.114737;-21.588993;93.848801
-23.397558;1.374814;-6.972782;0;;;;;;;1.824759;-1.114737;-21.572699;93.464935
-23.389412;jan.62;-6.891312;0;;;;;;;1.832905;-1.114737;-21.556406;93.066704
-23.381266;1.178958;-6.809839;0;;;;;;;1.841051;-1.114737;-21.540113;92.654846
-23.373119;1.081859;-6.728369;0;;;;;;;1.849197;-1.114737;-21.523821;92.228973
-23.364973;0.987033;-6.646898;0;;;;;;;1.857344;-1.114737;-21.507528;91.789108
-23.356827;0.891151;-6.565426;0;;;;;;;1.86549;-1.114737;-21.491234;91.335701
-23.34868;0.796883;-6.483955;0;;;;;;;1.873636;-1.114737;-21.474941;90.867027
-23.340534;0.704324;-6.402483;0;;;;;;;1.881783;-1.114737;-21.458649;90.382629
-23.332388;0.612303;-6.321012;0;;;;;;;1.889929;-1.114737;-21.442356;89.885742
-23.324242;0.519069;-6.239542;0;;;;;;;1.898075;-1.114737;-21.426064;89.378006
-23.316095;0.426069;-6.15807;0;;;;;;;1.906221;-1.114737;-21.409771;88.857368
-23.307949;0.334691;-6.076599;0;;;;;;;1.914368;-1.114737;-21.393476;88.322174
-23.299803;0.242308;-5.995129;0;;;;;;;1.922514;-1.114737;-21.377184;87.777138
-23.291656;0.14955;-5.913656;0;;;;;;;1.93066;-1.114737;-21.360891;87.220787
-23.28351;0.057855;-5.832186;0;;;;;;;1.938807;-1.114737;-21.344599;86.649292
-23.275364;-0.034624;-5.750715;0;;;;;;;1.946953;-1.114737;-21.328304;86.065903
-23.267218;-0.127804;-5.669243;0;;;;;;;1.955099;-1.114737;-21.312012;85.472786
-23.259071;-0.221828;-5.587772;0;;;;;;;1.963245;-1.114737;-21.295719;84.867989
-23.250925;-0.313895;-5.506302;0;;;;;;;1.971392;-1.114737;-21.279427;84.250458
-23.242779;-0.40434;-5.424829;0;;;;;;;1.979538;-1.114737;-21.263134;83.619957
-23.234632;-0.49421;-5.343359;0;;;;;;;1.987684;-1.114737;-21.246841;82.974609
-23.226486;-0.584616;-5.261889;0;;;;;;;1.995831;-1.114737;-21.230547;82.321198
-23.21834;-0.674729;-5.180416;0;;;;;;;2.003977;-1.114737;-21.214254;81.661026
-23.210194;-0.764599;-5.098946;0;;;;;;;2.012123;-1.114737;-21.197962;80.99202
-23.202049;-0.854849;-5.017475;0;;;;;;;2.020269;-1.114737;-21.181669;80.314041
-23.193901;-0.944278;-4.936003;0;;;;;;;2.028416;-1.114737;-21.165375;79.629234
-23.185757;-1.032296;-4.854532;0;;;;;;;2.036562;-1.114737;-21.149082;78.940674
-23.177608;-1.12011;-4.773062;0;;;;;;;2.044706;-1.114737;-21.13279;78.240623
-23.169464;-1.207951;-4.691589;0;;;;;;;2.052853;-1.114737;-21.116497;77.530624
-23.161316;-1.294981;-4.610119;0;;;;;;;2.060999;-1.114737;-21.100204;76.815376
-23.153172;-1.38188;-4.528648;0;;;;;;;2.069145;-1.114737;-21.083912;76.093147
-23.145025;-1.467996;-4.447176;0;;;;;;;2.077291;-1.114737;-21.067619;75.36673
-23.136879;-1.554484;-4.365705;0;;;;;;;2.085438;-1.114737;-21.051325;74.638458
-23.128733;-1.642164;-4.284235;0;;;;;;;2.093584;-1.114737;-21.035032;73.904488
-23.120586;-1.729975;-4.202763;0;;;;;;;2.10173;-1.114737;-21.01874;73.169106
-23.11244;-1.817156;-4.121292;0;;;;;;;2.109877;-1.114737;-21.002447;72.434662
-23.104294;-1.903349;-4.039822;0;;;;;;;2.118023;-1.114737;-20.986153;71.697983
-23.096148;-1.989433;-3.958349;0;;;;;;;2.126169;-1.114737;-20.96986;70.956406
-23.088001;-2.072916;-3.876879;0;;;;;;;2.134315;-1.114737;-20.953568;70.210052
-23.079855;-2.15733;-3.795408;0;;;;;;;2.142462;-1.114737;-20.937275;69.456825
-23.071709;-2.242398;-3.713936;0;;;;;;;2.150608;-1.114737;-20.920982;68.702682
-23.063562;-2.327081;-3.632465;0;;;;;;;2.158754;-1.114737;-20.90469;67.953476
-23.055416;-2.410621;-3.550995;0;;;;;;;2.166901;-1.114737;-20.888395;67.206902
-23.04727;-2.493153;-3.469522;0;;;;;;;2.175047;-1.114737;-20.872103;66.459587
