Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;
UV 1_280;;Conc B;;Cond;;Injection;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;% Cond;
ml;mAU;ml;%;ml;mS/cm;ml;Injection;ml;Logbook;ml;Fraction;ml;mAU;ml;%
214.893295;38.120495;;;;;;;;;;;240.115494;16.168289;;
214.901474;38.117626;;;;;;;;;;;240.123703;16.169235;;
214.909668;38.114891;;;;;;;;;;;240.131882;16.169235;;
214.917847;38.11203;;;;;;;;;;;240.14006;16.169235;;
214.926041;38.109203;;;;;;;;;;;240.14827;16.169235;;
214.934219;38.107735;;;;;;;;;;;240.156448;16.169235;;
214.942413;38.105827;;;;;;;;;;;240.164627;16.169235;;
214.950592;38.104359;;;;;;;;;;;240.172806;16.169235;;
214.958786;38.103081;;;;;;;;;;;240.181015;16.169235;;
214.96698;38.101128;;;;;;;;;;;240.189194;16.169235;;
214.975159;38.099426;;;;;;;;;;;240.197372;16.169235;;
214.983353;38.097713;;;;;;;;;;;240.205551;16.169235;;
214.991531;38.095356;;;;;;;;;;;240.21376;16.169235;;
214.999725;38.09399;;;;;;;;;;;240.221939;16.169235;;
215.007904;38.093426;;;;;;;;;;;240.230118;16.169235;;
215.016098;38.092014;;;;;;;;;;;240.238327;16.169235;;
215.024277;38.09164;;;;;;;;;;;240.246506;16.169235;;
215.032471;38.091007;;;;;;;;;;;240.254684;16.169235;;
215.040649;38.08989;;;;;;;;;;;240.262863;16.169235;;
215.048843;38.088367;;;;;;;;;;;240.271072;16.169235;;
215.057022;38.085484;;;;;;;;;;;240.279251;16.169235;;
215.065216;38.084438;;;;;;;;;;;240.28743;16.169235;;
215.07341;38.081753;;;;;;;;;;;240.295609;16.169235;;
215.081589;38.080463;;;;;;;;;;;240.303818;16.169235;;
215.089783;38.079659;;;;;;;;;;;240.311996;16.169235;;
215.097961;38.078526;;;;;;;;;;;240.320175;16.169235;;
215.106155;38.077389;;;;;;;;;;;240.328354;16.169235;;
215.114334;38.075951;;;;;;;;;;;240.336563;16.169235;;
215.122528;38.074772;;;;;;;;;;;240.344742;16.169235;;
215.130707;38.072708;;;;;;;;;;;240.352921;16.169235;;
215.138901;38.070179;;;;;;;;;;;240.36113;16.169235;;
215.147079;38.069355;;;;;;;;;;;240.369308;16.169235;;
215.155273;38.067863;;;;;;;;;;;240.377487;16.169235;;
215.163467;38.066803;;;;;;;;;;;240.385666;16.169235;;
215.171646;38.065269;;;;;;;;;;;240.393875;16.169235;;
215.17984;38.062836;;;;;;;;;;;240.402054;16.169235;;
215.188019;38.061211;;;;;;;;;;;240.410233;16.169235;;
215.196213;38.059902;;;;;;;;;;;240.418411;16.169235;;
215.204391;38.059074;;;;;;;;;;;240.42662;16.169235;;
215.212585;38.057892;;;;;;;;;;;240.434799;16.169235;;
215.220764;38.056046;;;;;;;;;;;240.442978;16.169235;;
215.228958;38.053726;;;;;;;;;;;240.451187;16.169235;;
215.237137;38.05143;;;;;;;;;;;240.459366;16.17017;;
215.245331;38.049782;;;;;;;;;;;240.467545;16.171106;;
215.25351;38.048225;;;;;;;;;;;240.475723;16.172041;;
215.261703;38.047108;;;;;;;;;;;240.483932;16.172976;;
215.269897;38.045753;;;;;;;;;;;240.492111;16.173912;;
215.278076;38.044327;;;;;;;;;;;240.50029;16.174847;;
215.28627;38.042202;;;;;;;;;;;240.508469;16.175781;;
215.294449;38.039719;;;;;;;;;;;240.516678;16.176716;;
215.302643;38.037735;;;;;;;;;;;240.524857;16.177652;;
215.310822;38.036453;;;;;;;;;;;240.533035;16.178587;;
215.319016;38.035149;;;;;;;;;;;240.541245;16.178587;;
215.327194;38.033264;;;;;;;;;;;240.549423;16.178587;;
215.335388;38.031857;;;;;;;;;;;240.557602;16.178587;;
215.343567;38.030087;;;;;;;;;;;240.565781;16.178587;;
215.351761;38.027916;;;;;;;;;;;240.57399;16.178587;;
215.35994;38.025501;;;;;;;;;;;240.582169;16.178587;;
215.368134;38.023026;;;;;;;;;;;240.590347;16.178587;;
215.376328;38.021004;;;;;;;;;;;240.598526;16.178587;;
215.384506;38.018864;;;;;;;;;;;240.606735;16.178587;;
215.3927;38.017597;;;;;;;;;;;240.614914;16.178587;;
215.400879;38.015877;;;;;;;;;;;240.623093;16.178587;;
215.409073;38.014378;;;;;;;;;;;240.631271;16.178587;;
215.417252;38.01252;;;;;;;;;;;240.639481;16.178587;;
215.425446;38.011475;;;;;;;;;;;240.647659;16.178587;;
215.433624;38.010715;;;;;;;;;;;240.655838;16.178587;;
215.441818;38.009411;;;;;;;;;;;240.664047;16.178587;;
215.449997;38.007973;;;;;;;;;;;240.672226;16.178587;;
215.458191;38.006702;;;;;;;;;;;240.680405;16.178587;;
215.466385;38.005558;;;;;;;;;;;240.688583;16.178587;;
215.474564;38.003433;;;;;;;;;;;240.696793;16.178587;;
215.482758;38.001675;;;;;;;;;;;240.704971;16.178587;;
215.490936;38.000854;;;;;;;;;;;240.71315;16.178587;;
215.49913;37.998871;;;;;;;;;;;240.721329;16.178587;;
215.507309;37.996769;;;;;;;;;;;240.729538;16.178587;;
215.515503;37.994579;;;;;;;;;;;240.737717;16.178587;;
215.523682;37.991417;;;;;;;;;;;240.745895;16.178587;;
215.531876;37.989372;;;;;;;;;;;240.754105;16.178587;;
215.540054;37.988861;;;;;;;;;;;240.762283;16.178587;;
215.548248;37.988426;;;;;;;;;;;240.770462;16.178587;;
215.556427;37.987385;;;;;;;;;;;240.778641;16.178587;;
215.564621;37.986259;;;;;;;;;;;240.78685;16.178587;;
215.572815;37.986683;;;;;;;;;;;240.795029;16.178587;;
215.580994;37.985653;;;;;;;;;;;240.803207;16.178587;;
215.589188;37.984814;;;;;;;;;;;240.811386;16.178587;;
215.597366;37.982822;;;;;;;;;;;240.819595;16.178587;;
215.60556;37.980995;;;;;;;;;;;240.827774;16.178587;;
215.613739;37.978882;;;;;;;;;;;240.835953;16.178587;;
215.621933;37.976788;;;;;;;;;;;240.844162;16.178587;;
215.630112;37.973869;;;;;;;;;;;240.852341;16.178587;;
215.638306;37.971569;;;;;;;;;;;240.860519;16.178587;;
215.646484;37.969906;;;;;;;;;;;240.868698;16.179512;;
215.654678;37.967617;;;;;;;;;;;240.876907;16.180435;;
215.662872;37.965538;;;;;;;;;;;240.885086;16.18136;;
215.671051;37.963436;;;;;;;;;;;240.893265;16.182283;;
215.679245;37.962856;;;;;;;;;;;240.901443;16.183208;;
215.687424;37.961876;;;;;;;;;;;240.909653;16.184134;;
215.695618;37.959621;;;;;;;;;;;240.917831;16.185057;;
215.703796;37.958294;;;;;;;;;;;240.92601;16.185982;;
215.71199;37.957119;;;;;;;;;;;240.934219;16.186905;;
215.720169;37.955807;;;;;;;;;;;240.942398;16.18783;;
215.728363;37.954865;;;;;;;;;;;240.950577;16.18783;;
215.736542;37.953808;;;;;;;;;;;240.958755;16.18783;;
215.744736;37.951172;;;;;;;;;;;240.966965;16.18783;;
215.752914;37.948414;;;;;;;;;;;240.975143;16.18783;;
215.761108;37.947151;;;;;;;;;;;240.983322;16.18783;;
215.769302;37.945782;;;;;;;;;;;240.991501;16.18783;;
215.777481;37.944111;;;;;;;;;;;240.99971;16.18783;;
215.785675;37.942398;;;;;;;;;;;241.007889;16.18783;;
215.793854;37.940762;;;;;;;;;;;241.016068;16.18783;;
215.802048;37.93988;;;;;;;;;;;241.024246;16.18783;;
215.810226;37.93845;;;;;;;;;;;241.032455;16.18783;;
215.81842;37.936558;;;;;;;;;;;241.040634;16.18783;;
215.826599;37.934944;;;;;;;;;;;241.048813;16.18783;;
215.834793;37.933342;;;;;;;;;;;241.057022;16.18783;;
215.842972;37.932457;;;;;;;;;;;241.065201;16.18783;;
215.851166;37.931473;;;;;;;;;;;241.07338;16.18783;;
215.859344;37.930759;;;;;;;;;;;241.081558;16.18783;;
215.867538;37.929764;;;;;;;;;;;241.089767;16.18783;;
215.875732;37.927856;;;;;;;;;;;241.097946;16.18783;;
215.883911;37.926041;;;;;;;;;;;241.106125;16.18783;;
215.892105;37.92355;;;;;;;;;;;241.114304;16.18783;;
215.900284;37.922443;;;;;;;;;;;241.122513;16.18783;;
215.908478;37.921299;;;;;;;;;;;241.130692;16.18783;;
215.916656;37.919834;;;;;;;;;;;241.13887;16.18783;;
215.92485;37.917847;;;;;;;;;;;241.147079;16.18783;;
215.933029;37.916237;;;;;;;;;;;241.155258;16.18783;;
215.941223;37.914814;;;;;;;;;;;241.163437;16.18783;;
215.949402;37.913612;;;;;;;;;;;241.171616;16.18783;;
215.957596;37.913002;;;;;;;;;;;241.179825;16.18783;;
215.96579;37.911003;;;;;;;;;;;241.188004;16.18783;;
215.973969;37.908672;;;;;;;;;;;241.196182;16.18783;;
215.982162;37.905857;;;;;;;;;;;241.204361;16.18783;;
215.990341;37.903557;;;;;;;;;;;241.21257;16.18783;;
215.998535;37.902355;;;;;;;;;;;241.220749;16.18783;;
216.006714;37.899788;;;;;;;;;;;241.228928;16.18783;;
216.014908;37.897587;;;;;;;;;;;241.237137;16.18783;;
216.023087;37.896214;;;;;;;;;;;241.245316;16.18783;;
216.031281;37.894455;;;;;;;;;;;241.253494;16.18783;;
216.039459;37.893135;;;;;;;;;;;241.261673;16.18783;;
216.047653;37.890709;;;;;;;;;;;241.269882;16.18783;;
216.055832;37.8876;;;;;;;;;;;241.278061;16.188744;;
216.064026;37.88549;;;;;;;;;;;241.28624;16.189657;;
216.07222;37.882809;;;;;;;;;;;241.294418;16.190571;;
216.080399;37.881111;;;;;;;;;;;241.302628;16.191484;;
216.088593;37.878452;;;;;;;;;;;241.310806;16.192398;;
216.096771;37.877056;;;;;;;;;;;241.318985;16.19331;;
216.104965;37.874569;;;;;;;;;;;241.327164;16.194223;;
216.113144;37.873337;;;;;;;;;;;241.335373;16.195137;;
216.121338;37.870361;;;;;;;;;;;241.343552;16.196051;;
216.129517;37.86834;;;;;;;;;;;241.35173;16.196964;;
216.137711;37.866508;;;;;;;;;;;241.35994;16.196964;;
216.145889;37.863831;;;;;;;;;;;241.368118;16.196964;;
216.154083;37.862446;;;;;;;;;;;241.376297;16.196964;;
216.162277;37.861229;;;;;;;;;;;241.384476;16.196964;;
216.170456;37.859756;;;;;;;;;;;241.392685;16.196964;;
216.17865;37.857407;;;;;;;;;;;241.400864;16.196964;;
216.186829;37.855942;;;;;;;;;;;241.409042;16.196964;;
216.195023;37.854702;;;;;;;;;;;241.417221;16.196964;;
216.203201;37.852718;;;;;;;;;;;241.42543;16.196964;;
216.211395;37.850815;;;;;;;;;;;241.433609;16.196964;;
216.219574;37.848827;;;;;;;;;;;241.441788;16.196964;;
216.227768;37.847237;;;;;;;;;;;241.449997;16.196964;;
216.235947;37.845779;;;;;;;;;;;241.458176;16.196964;;
216.244141;37.844112;;;;;;;;;;;241.466354;16.196964;;
216.252319;37.842804;;;;;;;;;;;241.474533;16.196964;;
216.260513;37.8423;;;;;;;;;;;241.482742;16.196964;;
216.268707;37.841141;;;;;;;;;;;241.490921;16.196964;;
216.276886;37.839539;;;;;;;;;;;241.4991;16.196964;;
216.28508;37.838463;;;;;;;;;;;241.507278;16.196964;;
216.293259;37.83688;;;;;;;;;;;241.515488;16.196964;;
216.301453;37.835629;;;;;;;;;;;241.523666;16.196964;;
216.309631;37.833984;;;;;;;;;;;241.531845;16.196964;;
216.317825;37.832146;;;;;;;;;;;241.540054;16.196964;;
216.326004;37.830727;;;;;;;;;;;241.548233;16.196964;;
216.334198;37.830757;;;;;;;;;;;241.556412;16.196964;;
216.342377;37.829723;;;;;;;;;;;241.56459;16.196964;;
216.350571;37.828121;;;;;;;;;;;241.5728;16.196964;;
216.358749;37.826401;;;;;;;;;;;241.580978;16.196964;;
216.366943;37.823921;;;;;;;;;;;241.589157;16.196964;;
216.375137;37.82148;;;;;;;;;;;241.597336;16.196964;;
216.383316;37.820072;;;;;;;;;;;241.605545;16.196964;;
216.39151;37.819313;;;;;;;;;;;241.613724;16.196964;;
216.399689;37.817944;;;;;;;;;;;241.621902;16.196964;;
216.407883;37.816162;;;;;;;;;;;241.630081;16.196964;;
216.416061;37.813835;;;;;;;;;;;241.63829;16.196964;;
216.424255;37.812862;;;;;;;;;;;241.646469;16.196964;;
216.432434;37.812027;;;;;;;;;;;241.654648;16.196964;;
216.440628;37.810947;;;;;;;;;;;241.662857;16.196964;;
216.448807;37.80938;;;;;;;;;;;241.671036;16.196964;;
216.457001;37.808418;;;;;;;;;;;241.679214;16.196964;;
216.465195;37.807186;;;;;;;;;;;241.687393;16.197866;;
216.473373;37.805435;;;;;;;;;;;241.695602;16.198771;;
216.481567;37.804882;;;;;;;;;;;241.703781;16.199673;;
216.489746;37.802589;;;;;;;;;;;241.71196;16.200575;;
216.49794;37.800606;;;;;;;;;;;241.720139;16.201477;;
216.506119;37.798748;;;;;;;;;;;241.728348;16.202381;;
216.514313;37.796902;;;;;;;;;;;241.736526;16.203283;;
216.522491;37.795837;;;;;;;;;;;241.744705;16.204185;;
216.530685;37.794346;;;;;;;;;;;241.752914;16.20509;;
216.538864;37.792397;;;;;;;;;;;241.761093;16.205992;;
216.547058;37.790295;;;;;;;;;;;241.769272;16.205992;;
216.555237;37.788414;;;;;;;;;;;241.777451;16.205992;;
216.563431;37.787354;;;;;;;;;;;241.78566;16.205992;;
216.571625;37.786087;;;;;;;;;;;241.793839;16.205992;;
216.579803;37.784992;;;;;;;;;;;241.802017;16.205992;;
216.587997;37.784225;;;;;;;;;;;241.810196;16.205992;;
216.596176;37.782936;;;;;;;;;;;241.818405;16.205992;;
216.60437;37.780914;;;;;;;;;;;241.826584;16.205992;;
216.612549;37.778835;;;;;;;;;;;241.834763;16.205992;;
216.620743;37.778118;;;;;;;;;;;241.842972;16.205992;;
216.628922;37.776493;;;;;;;;;;;241.851151;16.205992;;
216.637115;37.77541;;;;;;;;;;;241.859329;16.205992;;
216.645294;37.774227;;;;;;;;;;;241.867508;16.205992;;
216.653488;37.773277;;;;;;;;;;;241.875717;16.205992;;
216.661682;37.77137;;;;;;;;;;;241.883896;16.205992;;
216.669861;37.769062;;;;;;;;;;;241.892075;16.205992;;
216.678055;37.767113;;;;;;;;;;;241.900253;16.205992;;
216.686234;37.765808;;;;;;;;;;;241.908463;16.205992;;
216.694427;37.764683;;;;;;;;;;;241.916641;16.205992;;
216.702606;37.76355;;;;;;;;;;;241.92482;16.205992;;
216.7108;37.762383;;;;;;;;;;;241.932999;16.205992;;
216.718979;37.760551;;;;;;;;;;;241.941208;16.205992;;
216.727173;37.758766;;;;;;;;;;;241.949387;16.205992;;
216.735352;37.757767;;;;;;;;;;;241.957565;16.205992;;
216.743546;37.756821;;;;;;;;;;;241.965775;16.205992;;
216.751724;37.755558;;;;;;;;;;;241.973953;16.205992;;
216.759918;37.754215;;;;;;;;;;;241.982132;16.205992;;
216.768112;37.752586;;;;;;;;;;;241.990311;16.205992;;
216.776291;37.750595;;;;;;;;;;;241.99852;16.205992;;
216.784485;37.748852;;;;;;;;;;;242.006699;16.205992;;
216.792664;37.747009;;;;;;;;;;;242.014877;16.205992;;
216.800858;37.744637;;;;;;;;;;;242.023056;16.205992;;
216.809036;37.742001;;;;;;;;;;;242.031265;16.205992;;
216.81723;37.740196;;;;;;;;;;;242.039444;16.205992;;
216.825409;37.738941;;;;;;;;;;;242.047623;16.205992;;
216.833603;37.737061;;;;;;;;;;;242.055832;16.205992;;
216.841782;37.735176;;;;;;;;;;;242.064011;16.205992;;
216.849976;37.732529;;;;;;;;;;;242.072189;16.205992;;
216.858154;37.731415;;;;;;;;;;;242.080368;16.205992;;
216.866348;37.73019;;;;;;;;;;;242.088577;16.205992;;
216.874542;37.729656;;;;;;;;;;;242.096756;16.206884;;
216.882721;37.727478;;;;;;;;;;;242.104935;16.207777;;
216.890915;37.725105;;;;;;;;;;;242.113113;16.208668;;
216.899094;37.722202;;;;;;;;;;;242.121323;16.20956;;
216.907288;37.719868;;;;;;;;;;;242.129501;16.210453;;
216.915466;37.718983;;;;;;;;;;;242.13768;16.211346;;
216.92366;37.717846;;;;;;;;;;;242.145889;16.212238;;
216.931839;37.71669;;;;;;;;;;;242.154068;16.213129;;
216.940033;37.715389;;;;;;;;;;;242.162247;16.214022;;
216.948212;37.713146;;;;;;;;;;;242.170425;16.214914;;
216.956406;37.711422;;;;;;;;;;;242.178635;16.214914;;
216.9646;37.709446;;;;;;;;;;;242.186813;16.214914;;
216.972778;37.707569;;;;;;;;;;;242.194992;16.214914;;
216.980972;37.706726;;;;;;;;;;;242.203171;16.214914;;
216.989151;37.704449;;;;;;;;;;;242.21138;16.214914;;
216.997345;37.702782;;;;;;;;;;;242.219559;16.214914;;
217.005524;37.700539;;;;;;;;;;;242.227737;16.214914;;
217.013718;37.699669;;;;;;;;;;;242.235947;16.214914;;
217.021896;37.698368;;;;;;;;;;;242.244125;16.214914;;
217.03009;37.696247;;;;;;;;;;;242.252304;16.214914;;
217.038269;37.69445;;;;;;;;;;;242.260483;16.214914;;
217.046463;37.693874;;;;;;;;;;;242.268692;16.214914;;
217.054642;37.692131;;;;;;;;;;;242.276871;16.214914;;
217.062836;37.688591;;;;;;;;;;;242.285049;16.214914;;
217.07103;37.685799;;;;;;;;;;;242.293228;16.214914;;
217.079208;37.684055;;;;;;;;;;;242.301437;16.214914;;
217.087402;37.683746;;;;;;;;;;;242.309616;16.214914;;
217.095581;37.683224;;;;;;;;;;;242.317795;16.214914;;
217.103775;37.68174;;;;;;;;;;;242.325974;16.214914;;
217.111954;37.680756;;;;;;;;;;;242.334183;16.214914;;
217.120148;37.679157;;;;;;;;;;;242.342361;16.214914;;
217.128326;37.677326;;;;;;;;;;;242.35054;16.214914;;
217.13652;37.675785;;;;;;;;;;;242.358749;16.214914;;
217.144699;37.673939;;;;;;;;;;;242.366928;16.214914;;
217.152893;37.67207;;;;;;;;;;;242.375107;16.214914;;
217.161087;37.6702;;;;;;;;;;;242.383286;16.214914;;
217.169266;37.669453;;;;;;;;;;;242.391495;16.214914;;
217.17746;37.668911;;;;;;;;;;;242.399673;16.214914;;
217.185638;37.667549;;;;;;;;;;;242.407852;16.214914;;
217.193832;37.66605;;;;;;;;;;;242.416031;16.214914;;
217.202011;37.664852;;;;;;;;;;;242.42424;16.214914;;
217.210205;37.663666;;;;;;;;;;;242.432419;16.214914;;
217.218384;37.661964;;;;;;;;;;;242.440598;16.214914;;
217.226578;37.659405;;;;;;;;;;;242.448807;16.214914;;
217.234756;37.657372;;;;;;;;;;;242.456985;16.214914;;
217.24295;37.656521;;;;;;;;;;;242.465164;16.214914;;
217.251129;37.654388;;;;;;;;;;;242.473343;16.214914;;
217.259323;37.651249;;;;;;;;;;;242.481552;16.214914;;
217.267517;37.649727;;;;;;;;;;;242.489731;16.214914;;
217.275696;37.64912;;;;;;;;;;;242.49791;16.214914;;
217.28389;37.647324;;;;;;;;;;;242.506088;16.214914;;
217.292068;37.644741;;;;;;;;;;;242.514297;16.214914;;
217.300262;37.642822;;;;;;;;;;;242.522476;16.214914;;
217.308441;37.640381;;;;;;;;;;;242.530655;16.214914;;
217.316635;37.638866;;;;;;;;;;;242.538864;16.214914;;
217.324814;37.637112;;;;;;;;;;;242.547043;16.214914;;
217.333008;37.636292;;;;;;;;;;;242.555222;16.214914;;
217.341187;37.635212;;;;;;;;;;;242.5634;16.214914;;
217.34938;37.634632;;;;;;;;;;;242.571609;16.214914;;
217.357559;37.633171;;;;;;;;;;;242.579788;16.214914;;
217.365753;37.631058;;;;;;;;;;;242.587967;16.215796;;
217.373947;37.629112;;;;;;;;;;;242.596146;16.216679;;
217.382126;37.626236;;;;;;;;;;;242.604355;16.21756;;
217.39032;37.625103;;;;;;;;;;;242.612534;16.218441;;
217.398499;37.623478;;;;;;;;;;;242.620712;16.219322;;
217.406693;37.621906;;;;;;;;;;;242.628891;16.220205;;
217.414871;37.620022;;;;;;;;;;;242.6371;16.221087;;
217.423065;37.617615;;;;;;;;;;;242.645279;16.221968;;
217.431244;37.617737;;;;;;;;;;;242.653458;16.222851;;
217.439438;37.618778;;;;;;;;;;;242.661667;16.223732;;
217.447617;37.616753;;;;;;;;;;;242.669846;16.223732;;
217.455811;37.615002;;;;;;;;;;;242.678024;16.223732;;
217.464005;37.61343;;;;;;;;;;;242.686203;16.223732;;
217.472183;37.613762;;;;;;;;;;;242.694412;16.223732;;
217.480377;37.612026;;;;;;;;;;;242.702591;16.223732;;
217.488556;37.610626;;;;;;;;;;;242.71077;16.223732;;
217.49675;37.609612;;;;;;;;;;;242.718948;16.223732;;
217.504929;37.607765;;;;;;;;;;;242.727158;16.223732;;
217.513123;37.606091;;;;;;;;;;;242.735336;16.223732;;
217.521301;37.604664;;;;;;;;;;;242.743515;16.223732;;
217.529495;37.604286;;;;;;;;;;;242.751724;16.223732;;
217.537674;37.6022;;;;;;;;;;;242.759903;16.223732;;
217.545868;37.599075;;;;;;;;;;;242.768082;16.223732;;
217.554047;37.597088;;;;;;;;;;;242.77626;16.223732;;
217.562241;37.594971;;;;;;;;;;;242.78447;16.223732;;
217.570435;37.593231;;;;;;;;;;;242.792648;16.223732;;
217.578613;37.59161;;;;;;;;;;;242.800827;16.223732;;
217.586807;37.590813;;;;;;;;;;;242.809006;16.223732;;
217.594986;37.588722;;;;;;;;;;;242.817215;16.223732;;
217.60318;37.5867;;;;;;;;;;;242.825394;16.223732;;
217.611359;37.585335;;;;;;;;;;;242.833572;16.223732;;
217.619553;37.584091;;;;;;;;;;;242.841782;16.223732;;
217.627731;37.583656;;;;;;;;;;;242.84996;16.223732;;
217.635925;37.582432;;;;;;;;;;;242.858139;16.223732;;
217.644104;37.58012;;;;;;;;;;;242.866318;16.223732;;
217.652298;37.577854;;;;;;;;;;;242.874527;16.223732;;
217.660477;37.576111;;;;;;;;;;;242.882706;16.223732;;
217.668671;37.574768;;;;;;;;;;;242.890884;16.223732;;
217.676865;37.573265;;;;;;;;;;;242.899063;16.223732;;
217.685043;37.571987;;;;;;;;;;;242.907272;16.223732;;
217.693237;37.570637;;;;;;;;;;;242.915451;16.223732;;
217.701416;37.568626;;;;;;;;;;;242.92363;16.223732;;
217.70961;37.566807;;;;;;;;;;;242.931808;16.223732;;
217.717789;37.565613;;;;;;;;;;;242.940018;16.223732;;
217.725983;37.564579;;;;;;;;;;;242.948196;16.223732;;
217.734161;37.562679;;;;;;;;;;;242.956375;16.223732;;
217.742355;37.56044;;;;;;;;;;;242.964584;16.223732;;
217.750534;37.559315;;;;;;;;;;;242.972763;16.223732;;
217.758728;37.558025;;;;;;;;;;;242.980942;16.223732;;
217.766922;37.555622;;;;;;;;;;;242.98912;16.223732;;
217.775101;37.553585;;;;;;;;;;;242.99733;16.224604;;
217.783295;37.55172;;;;;;;;;;;243.005508;16.225475;;
217.791473;37.550365;;;;;;;;;;;243.013687;16.226347;;
217.799667;37.548683;;;;;;;;;;;243.021866;16.227219;;
217.807846;37.547894;;;;;;;;;;;243.030075;16.22809;;
217.81604;37.546696;;;;;;;;;;;243.038254;16.228962;;
217.824219;37.544575;;;;;;;;;;;243.046432;16.229834;;
217.832413;37.541561;;;;;;;;;;;243.054642;16.230705;;
217.840591;37.538288;;;;;;;;;;;243.06282;16.231577;;
217.848785;37.536236;;;;;;;;;;;243.070999;16.232449;;
217.856964;37.535275;;;;;;;;;;;243.079178;16.232449;;
217.865158;37.533543;;;;;;;;;;;243.087387;16.232449;;
217.873352;37.531406;;;;;;;;;;;243.095566;16.232449;;
217.881531;37.529156;;;;;;;;;;;243.103745;16.232449;;
217.889725;37.527092;;;;;;;;;;;243.111923;16.232449;;
217.897903;37.524624;;;;;;;;;;;243.120132;16.232449;;
217.906097;37.523952;;;;;;;;;;;243.128311;16.232449;;
217.914276;37.523514;;;;;;;;;;;243.13649;16.232449;;
217.92247;37.5215;;;;;;;;;;;243.144699;16.232449;;
217.930649;37.519791;;;;;;;;;;;243.152878;16.232449;;
217.938843;37.51762;;;;;;;;;;;243.161057;16.232449;;
217.947021;37.516701;;;;;;;;;;;243.169235;16.232449;;
217.955215;37.513512;;;;;;;;;;;243.177444;16.232449;;
217.963409;37.511066;;;;;;;;;;;243.185623;16.232449;;
217.971588;37.509968;;;;;;;;;;;243.193802;16.232449;;
217.979782;37.508125;;;;;;;;;;;243.201981;16.232449;;
217.987961;37.507092;;;;;;;;;;;243.21019;16.232449;;
217.996155;37.505096;;;;;;;;;;;243.218369;16.232449;;
218.004333;37.503746;;;;;;;;;;;243.226547;16.232449;;
218.012527;37.50248;;;;;;;;;;;243.234756;16.232449;;
218.020706;37.499668;;;;;;;;;;;243.242935;16.232449;;
218.0289;37.497108;;;;;;;;;;;243.251114;16.232449;;
218.037079;37.495613;;;;;;;;;;;243.259293;16.232449;;
218.045273;37.494408;;;;;;;;;;;243.267502;16.232449;;
218.053452;37.493477;;;;;;;;;;;243.275681;16.232449;;
218.061646;37.490837;;;;;;;;;;;243.283859;16.232449;;
218.069839;37.489098;;;;;;;;;;;243.292038;16.232449;;
218.078018;37.487823;;;;;;;;;;;243.300247;16.232449;;
218.086212;37.487797;;;;;;;;;;;243.308426;16.232449;;
218.094391;37.487217;;;;;;;;;;;243.316605;16.232449;;
218.102585;37.485947;;;;;;;;;;;243.324783;16.232449;;
218.110764;37.483837;;;;;;;;;;;243.332993;16.232449;;
218.118958;37.480812;;;;;;;;;;;243.341171;16.232449;;
218.127136;37.478905;;;;;;;;;;;243.34935;16.232449;;
218.13533;37.47747;;;;;;;;;;;243.357559;16.232449;;
218.143509;37.475994;;;;;;;;;;;243.365738;16.232449;;
218.151703;37.473915;;;;;;;;;;;243.373917;16.232449;;
218.159882;37.472328;;;;;;;;;;;243.382095;16.232449;;
218.168076;37.472095;;;;;;;;;;;243.390305;16.232449;;
218.17627;37.471096;;;;;;;;;;;243.398483;16.232449;;
218.184448;37.468845;;;;;;;;;;;243.406662;16.233311;;
218.192642;37.467159;;;;;;;;;;;243.414841;16.234171;;
218.200821;37.466183;;;;;;;;;;;243.42305;16.235033;;
218.209015;37.463917;;;;;;;;;;;243.431229;16.235893;;
218.217194;37.461475;;;;;;;;;;;243.439407;16.236755;;
218.225388;37.460648;;;;;;;;;;;243.447617;16.237617;;
218.233566;37.461193;;;;;;;;;;;243.455795;16.238478;;
218.24176;37.460751;;;;;;;;;;;243.463974;16.23934;;
218.249939;37.459732;;;;;;;;;;;243.472153;16.2402;;
218.258133;37.458382;;;;;;;;;;;243.480362;16.241062;;
218.266327;37.455944;;;;;;;;;;;243.488541;16.241062;;
218.274506;37.455082;;;;;;;;;;;243.496719;16.241062;;
218.2827;37.453308;;;;;;;;;;;243.504898;16.241062;;
218.290878;37.451328;;;;;;;;;;;243.513107;16.241062;;
218.299072;37.449047;;;;;;;;;;;243.521286;16.241062;;
218.307251;37.447968;;;;;;;;;;;243.529465;16.241062;;
218.315445;37.44698;;;;;;;;;;;243.537674;16.241062;;
218.323624;37.44548;;;;;;;;;;;243.545853;16.241062;;
218.331818;37.444527;;;;;;;;;;;243.554031;16.241062;;
218.339996;37.442642;;;;;;;;;;;243.56221;16.241062;;
218.34819;37.441929;;;;;;;;;;;243.570419;16.241062;;
218.356369;37.440601;;;;;;;;;;;243.578598;16.241062;;
218.364563;37.439259;;;;;;;;;;;243.586777;16.241062;;
218.372757;37.438454;;;;;;;;;;;243.594955;16.241062;;
218.380936;37.436661;;;;;;;;;;;243.603165;16.241062;;
218.38913;37.43557;;;;;;;;;;;243.611343;16.241062;;
218.397308;37.43634;;;;;;;;;;;243.619522;16.241062;;
218.405502;37.435162;;;;;;;;;;;243.627701;16.241062;;
218.413681;37.43499;;;;;;;;;;;243.63591;16.241062;;
